Player,Age,Team,Pos,G,GS,Int,Yds,IntTD,Lng,PD,FF,Fmb,FR,Yds.1,FRTD,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Awards
Will Allen,31,2TM,DB,17,2,2,40,0,27,4,1,0,1,49,0,0.0,43,30,13,2.0,0.0,0,
Jared Allen,31,MIN,RDE,16,16,0,0,0,0,6,2,0,0,0,0,11.5,52,33,19,13.0,26.0,0,
Nate Allen,26,PHI,SS,16,16,1,43,0,43,5,1,0,0,0,0,1.0,82,59,23,2.0,1.0,0,
Kiko Alonso,23,BUF,MLB,16,16,4,38,0,32,4,1,0,2,13,0,2.0,159,87,72,11.0,1.0,0,AP DRoY-2
Tyson Alualu,26,JAX,LDE,16,16,0,0,0,0,1,0,0,0,0,0,1.5,42,33,9,3.0,9.0,0,
Prince Amukamara,24,NYG,RCB,16,16,1,-4,0,-4,13,2,0,0,0,0,0.0,85,76,9,4.0,0.0,0,
James Anderson,30,CHI,RLB,16,16,0,0,0,0,3,0,0,1,0,0,4.0,102,84,18,10.0,5.0,0,
Jason Babin,33,JAX,LOLB,16,16,0,0,0,0,0,3,0,0,0,0,7.5,40,31,9,10.0,23.0,0,
Jonathan Babineaux,32,ATL,RDT,16,16,0,0,0,0,0,1,0,2,8,0,1.0,42,28,14,7.0,4.0,0,
Johnthan Banks,24,TAM,RCB,16,16,3,33,0,18,5,0,0,0,0,0,0.0,55,49,6,1.0,0.0,0,
Connor Barwin,27,PHI,LOLB,16,16,1,-2,0,-2,10,2,0,1,0,0,5.0,58,44,14,10.0,9.0,0,
Yeremiah Bell,35,ARI,SS,16,16,2,6,0,6,9,0,0,0,0,0,1.0,77,61,16,5.0,2.0,0,
Antoine Bethea,29,IND,SS,16,16,2,48,0,46,6,0,0,1,0,0,1.0,110,80,30,3.0,4.0,0,
NaVorro Bowman,25,SFO,LILB,16,16,2,93,1,89,8,6,0,2,0,0,5.0,145,120,25,9.0,5.0,0,"PB,AP-1"
Tom Brady,36,NWE,QB,16,16,0,0,0,0,0,0,9,5,-10,0,0.0,0,0,0,0.0,0.0,0,"PB,AP MVP-2,AP OPoY-4"
Drew Brees,34,NOR,QB,16,16,0,0,0,0,0,0,6,0,0,0,0.0,0,0,0,,,0,"PB,AP OPoY-4"
Michael Brockers,23,STL,RDT,16,16,0,0,0,0,0,1,0,0,0,0,5.5,46,38,8,7.0,10.0,0,
Ahmad Brooks,29,SFO,LOLB,16,16,1,22,0,22,7,2,1,1,0,0,8.5,60,52,8,12.0,15.0,0,"PB,AP-2"
Dez Bryant,25,DAL,WR,16,16,0,0,0,0,1,0,3,0,0,0,0.0,0,0,0,0.0,0.0,0,PB
Vontaze Burfict,23,CIN,RLB,16,16,1,12,0,12,6,1,0,2,13,1,3.0,171,114,57,9.0,5.0,0,"PB,AP-2"
Kevin Burnett,31,OAK,LLB,16,16,1,0,0,0,4,3,0,1,3,0,2.5,105,83,22,12.0,5.0,0,
Jermon Bushrod,29,CHI,LT,16,16,0,0,0,0,0,0,0,1,0,0,0.0,1,1,0,0.0,0.0,0,
Calais Campbell,27,ARI,LDE,16,16,0,0,0,0,6,1,0,2,2,0,9.0,58,45,13,14.0,21.0,1,
Brandon Carr,27,DAL,LCB,16,16,3,49,1,49,12,0,0,1,21,0,0.0,71,60,11,2.0,0.0,0,
Kam Chancellor,25,SEA,SS,16,16,3,78,0,32,6,1,0,0,0,0,0.0,99,65,34,3.0,1.0,0,"PB,AP-2"
Chris Chester,30,WAS,RG,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0.0,0.0,0,
Barry Church,25,DAL,FS,16,16,1,0,0,0,6,3,0,1,27,1,0.0,135,107,28,3.0,1.0,0,
Ryan Clark,34,PIT,FS,16,16,2,50,0,37,4,0,0,1,0,0,0.0,104,61,43,1.0,0.0,0,
Adrian Clayborn,25,TAM,RDE,16,16,0,0,0,0,1,2,0,0,0,0,5.5,64,43,21,18.0,14.0,0,
Chris Clemons,28,MIA,SS,16,16,1,0,0,0,8,0,0,0,0,0,0.0,93,63,30,1.0,0.0,0,
Barry Cofield,29,WAS,NT,16,16,0,0,0,0,1,0,0,1,0,0,2.5,32,17,15,5.0,11.0,0,
Trent Cole,31,PHI,ROLB,16,16,0,0,0,0,3,3,0,0,0,0,8.0,56,44,12,12.0,13.0,1,
Daryn Colledge,31,ARI,LG,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0.0,0.0,0,
Chris Conte,24,CHI,FS,16,16,3,48,0,35,7,2,0,0,0,0,0.0,89,72,17,1.0,0.0,0,
Fletcher Cox,23,PHI,RDE,16,16,0,0,0,0,1,0,0,1,3,0,3.0,41,29,12,4.0,9.0,0,
Antonio Cromartie,29,NYJ,LCB,16,16,3,20,0,20,9,1,0,0,0,0,0.0,38,35,3,0.0,0.0,0,PB
Andy Dalton,26,CIN,QB,16,16,0,0,0,0,0,0,4,0,-14,0,0.0,0,0,0,0.0,0.0,0,
Karlos Dansby,32,ARI,RILB,16,16,4,48,2,23,19,1,0,1,0,0,6.5,122,114,8,12.0,12.0,0,AP-2
Lavonte David,23,TAM,RLB,16,16,5,87,0,32,10,2,0,1,0,0,7.0,145,107,38,21.0,13.0,1,AP-1
Demario Davis,24,NYJ,LILB,16,16,1,0,0,0,1,0,0,0,0,0,1.0,106,63,43,5.0,5.0,0,
Thomas Davis,30,CAR,LLB,16,16,2,-2,0,0,7,1,0,0,0,0,4.0,123,85,38,13.0,5.0,0,AP CPoY-6
Vontae Davis,25,IND,RCB,16,16,1,0,0,0,12,0,0,0,0,0,0.0,46,41,5,0.0,0.0,0,
Eric Decker,26,DEN,WR,16,16,0,0,0,0,0,0,2,1,0,0,0.0,0,0,0,0.0,0.0,0,
Darnell Dockett,32,ARI,RDE,16,16,0,0,0,0,0,0,0,0,0,0,4.5,46,36,10,12.0,13.0,0,
D'Brickashaw Ferguson,30,NYJ,LT,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0.0,0.0,0,
Larry Fitzgerald,30,ARI,WR,16,16,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0.0,0.0,0,PB
Joe Flacco,28,BAL,QB,16,16,0,0,0,0,0,0,8,2,0,0,0.0,0,0,0,0.0,0.0,0,
London Fletcher,38,WAS,LILB,16,16,0,0,0,0,2,1,0,0,0,0,2.0,111,63,48,4.0,3.0,0,
Matt Forte,28,CHI,RB,16,16,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0.0,0.0,0,PB
Jerrell Freeman,27,IND,RILB,16,16,2,13,0,13,6,6,0,2,24,0,5.5,126,83,43,6.0,7.0,0,
Pierre Garcon,27,WAS,WR,16,16,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0.0,0.0,0,AP CPoY-6
Roberto Garza,34,CHI,C,16,16,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,,,0,
Marcus Gilchrist,25,SDG,SS,16,16,2,43,0,26,5,1,0,1,0,0,1.0,77,59,18,3.0,1.0,0,
Frank Gore,30,SFO,RB,16,16,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,,,0,PB
Gino Gradkowski,25,BAL,C,16,16,0,0,0,0,0,0,2,1,-20,0,0.0,0,0,0,0.0,0.0,0,
A.J. Green,25,CIN,WR,16,16,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0.0,0.0,0,"PB,AP-2"
BenJarvus Green-Ellis,28,CIN,RB,16,16,0,0,0,0,0,0,2,0,0,0,0.0,1,1,0,0.0,0.0,0,
Chad Greenway,30,MIN,LLB,16,16,3,23,0,23,4,0,0,0,0,0,3.0,134,83,51,6.0,5.0,0,
Brent Grimes,30,MIA,LCB,16,16,4,102,1,94,17,0,0,0,0,0,0.0,60,52,8,1.0,1.0,0,"PB,AP CPoY-5"
DeAngelo Hall,30,WAS,LCB,16,16,4,49,2,26,13,3,0,1,75,1,0.0,78,57,21,1.0,0.0,0,
Nick Hardwick,32,SDG,C,16,16,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,,,0,
David Harris,29,NYJ,RILB,16,16,0,0,0,0,1,1,0,0,0,0,2.0,124,70,54,8.0,4.0,0,
Damon Harrison,25,NYJ,NT,16,16,0,0,0,0,2,0,0,0,0,0,1.0,66,36,30,7.0,1.0,0,
A.J. Hawk,29,GNB,LILB,16,16,1,7,0,7,5,1,0,1,0,0,5.0,118,74,44,13.0,6.0,0,
Nick Hayden,27,DAL,LDT,16,16,0,0,0,0,0,1,0,1,0,1,0.0,44,25,19,2.0,3.0,0,
Akiem Hicks,24,NOR,LDE,16,16,0,0,0,0,0,0,0,0,0,0,4.5,56,29,27,8.0,5.0,0,
DeAndre Hopkins,21,HOU,WR,16,16,0,0,0,0,0,1,1,0,0,0,0.0,0,0,0,0.0,0.0,0,
Lamarr Houston,26,OAK,LDE,16,16,0,0,0,0,0,2,0,1,0,0,6.0,69,56,13,10.0,16.0,0,
James Ihedigbo,30,BAL,SS,16,16,3,54,0,37,11,1,0,2,0,0,0.0,101,63,38,5.0,3.0,0,
George Iloka,23,CIN,SS,16,16,1,-1,0,-1,6,2,0,1,0,0,0.0,66,41,25,0.0,0.0,0,
D'Qwell Jackson,30,CLE,RILB,16,16,1,0,0,0,7,1,0,1,0,0,1.5,141,75,66,1.0,4.0,0,
DeSean Jackson,27,PHI,WR,16,16,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0.0,0.0,0,PB
Vincent Jackson,30,TAM,WR,16,16,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0.0,0.0,0,
Jackrabbit Jenkins,25,STL,RCB,16,16,1,5,0,5,14,0,0,1,0,0,1.0,60,54,6,0.0,1.0,0,
M.D. Jennings,25,GNB,FS,16,16,0,0,0,0,1,0,0,1,24,1,1.0,74,56,18,4.0,1.0,0,
Tim Jennings,30,CHI,LCB,16,16,4,111,2,48,13,2,0,1,0,0,0.0,58,50,8,0.0,0.0,0,PB
Andre Johnson,32,HOU,WR,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0.0,0.0,0,PB
Chris Johnson,28,TEN,RB,16,16,0,0,0,0,0,0,3,2,0,0,0.0,0,0,0,0.0,0.0,0,
Chandler Jones,23,NWE,RDE,16,16,0,0,0,0,0,1,0,1,0,1,11.5,79,40,39,14.0,23.0,0,
Reshad Jones,25,MIA,FS,16,16,1,25,1,25,4,0,0,0,0,0,1.5,107,84,23,3.0,4.0,0,
Cameron Jordan,24,NOR,RDE,16,16,0,0,0,0,4,2,0,2,11,0,12.5,47,29,18,13.0,23.0,0,PB
Colin Kaepernick,26,SFO,QB,16,16,0,0,0,0,0,0,6,2,-2,0,0.0,0,0,0,0.0,0.0,0,
Jason Kelce,26,PHI,C,16,16,0,0,0,0,0,0,2,0,-1,0,0.0,0,0,0,,,0,
Ryan Kerrigan,25,WAS,LOLB,16,16,0,0,0,0,3,4,0,0,0,0,8.5,66,47,19,15.0,7.0,0,
Terrance Knighton,27,DEN,RDT,16,16,1,2,0,2,1,0,0,1,13,0,3.0,31,18,13,5.0,7.0,0,
Paul Kruger,27,CLE,LOLB,16,16,0,0,0,0,5,2,0,0,0,0,4.5,47,26,21,5.0,9.0,0,
Luke Kuechly,22,CAR,MLB,16,16,4,33,0,30,7,0,0,0,0,0,2.0,156,93,63,10.0,2.0,0,"PB,AP-1,AP DPoY-1"
Brandon LaFell,27,CAR,WR,16,16,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0.0,0.0,0,
Dawan Landry,31,NYJ,FS,16,16,1,38,0,38,7,0,0,0,0,0,1.0,101,63,38,2.0,3.0,0,
T.J. Lang,26,GNB,RG,16,16,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0.0,0.0,0,
Kendall Langford,27,STL,LDT,16,16,0,0,0,0,4,0,0,0,0,0,5.0,49,36,13,11.0,5.0,0,
James Laurinaitis,27,STL,MLB,16,16,2,9,0,9,9,0,0,2,43,0,3.5,116,85,31,8.0,5.0,0,
DeAndre Levy,26,DET,RLB,16,16,6,76,1,66,15,0,0,0,0,0,0.0,118,85,33,8.0,3.0,0,
Keenan Lewis,27,NOR,RCB,16,16,4,34,0,20,9,1,0,0,0,0,0.0,47,39,8,1.0,0.0,0,
Kory Lichtensteiger,28,WAS,LG,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0.0,0.0,0,
Corey Liuget,23,SDG,RDE,16,16,0,0,0,0,2,1,0,0,0,0,5.5,42,32,10,7.0,13.0,0,
Curtis Lofton,27,NOR,RILB,16,16,0,0,0,0,4,1,0,0,0,0,2.0,125,82,43,6.0,2.0,0,
Chris Long,28,STL,LDE,16,16,0,0,0,0,2,1,0,2,45,1,8.5,40,33,7,13.0,12.0,0,
Kyle Long,25,CHI,RG,16,16,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,,,0,PB
Star Lotulelei,24,CAR,RDT,16,16,0,0,0,0,0,0,0,0,0,0,3.0,42,31,11,9.0,4.0,0,AP DRoY-4
Andrew Luck,24,IND,QB,16,16,0,0,0,0,0,0,6,1,0,0,0.0,0,0,0,0.0,0.0,0,PB
Marshawn Lynch,27,SEA,RB,16,16,0,0,0,0,0,1,4,0,0,0,0.0,0,0,0,0.0,0.0,0,PB
Alex Mack,28,CLE,C,16,16,0,0,0,0,0,0,1,1,-14,0,0.0,0,0,0,0.0,0.0,0,"PB,AP-2"
Nick Mangold,29,NYJ,C,16,16,0,0,0,0,0,0,2,0,-29,0,0.0,0,0,0,0.0,0.0,0,PB
Eli Manning,32,NYG,QB,16,16,0,0,0,0,0,0,7,1,-6,0,0.0,0,0,0,,,0,
Peyton Manning,37,DEN,QB,16,16,0,0,0,0,0,0,10,2,-4,0,0.0,0,0,0,0.0,0.0,0,"PB,AP-1,AP MVP-1,AP OPoY-1"
Sen'Derrick Marks,26,JAX,RDE,16,16,0,0,0,0,8,2,0,3,15,0,4.0,34,28,6,6.0,10.0,0,
Robert Mathis,32,IND,ROLB,16,16,0,0,0,0,1,10,0,0,0,0,19.5,59,44,15,15.0,21.0,1,"PB,AP-1,AP DPoY-2"
Jason McCourty,26,TEN,LCB,16,16,0,0,0,0,11,1,0,1,77,1,0.0,65,54,11,2.0,0.0,0,
Gerald McCoy,25,TAM,LDT,16,16,0,0,0,0,4,0,0,1,12,0,9.5,50,35,15,15.0,21.0,0,"PB,AP-1"
LeSean McCoy,25,PHI,RB,16,16,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0.0,0.0,0,"PB,AP-1,AP OPoY-2,AP CPoY-11"
Rodney McLeod,23,STL,FS,16,16,2,2,0,2,7,2,0,2,9,0,0.0,79,63,16,2.0,0.0,0,
Brandon Mebane,28,SEA,RDT,16,16,0,0,0,0,1,0,0,1,0,0,0.0,45,21,24,6.0,6.0,0,
Brad Meester,36,JAX,C,16,16,0,0,0,0,0,0,2,1,-9,0,0.0,0,0,0,0.0,0.0,0,
Whitney Mercilus,23,HOU,ROLB,16,16,0,0,0,0,0,0,0,0,0,0,7.0,47,33,14,6.0,18.0,0,
Jordan Mills,23,CHI,RT,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0.0,0.0,0,
William Moore,28,ATL,SS,16,16,3,36,0,19,7,3,0,2,0,0,2.0,86,67,19,3.0,3.0,0,
Alfred Morris,25,WAS,RB,16,16,0,0,0,0,0,0,5,1,0,0,0.0,0,0,0,0.0,0.0,0,PB
Captain Munnerlyn,25,CAR,LCB/RCB,16,16,2,86,2,45,12,1,0,1,0,0,3.0,74,48,26,4.0,5.0,0,
Chris Myers,32,HOU,C,16,16,0,0,0,0,0,0,1,0,-9,0,0.0,0,0,0,,,0,
Cam Newton,24,CAR,QB,16,16,0,0,0,0,0,0,3,1,-8,0,0.0,0,0,0,0.0,0.0,0,PB
Rob Ninkovich,29,NWE,LDE,16,16,0,0,0,0,1,2,0,2,3,0,8.0,91,42,49,10.0,16.0,0,
Alec Ogletree,22,STL,LLB,16,16,1,98,1,98,10,6,0,0,0,0,1.5,119,95,24,9.0,1.0,0,
Calvin Pace,33,NYJ,ROLB,16,16,0,0,0,0,3,2,0,0,0,0,10.0,53,37,16,10.0,12.0,0,
Carson Palmer,34,ARI,QB,16,16,0,0,0,0,0,0,6,1,0,0,0.0,0,0,0,0.0,0.0,0,
Domata Peko,29,CIN,LDT,16,16,0,0,0,0,0,0,0,0,0,0,3.0,52,24,28,2.0,5.0,0,
Julius Peppers,33,CHI,RDE,16,16,1,14,0,14,3,2,0,1,42,1,7.0,45,31,14,8.0,6.0,0,
Patrick Peterson,23,ARI,LCB,16,16,3,59,0,43,13,0,3,2,0,0,0.0,42,40,2,0.0,0.0,0,"PB,AP-1"
Ryan Pickett,34,GNB,NT,16,16,0,0,0,0,2,0,0,0,0,0,0.0,19,15,4,1.0,0.0,0,
Troy Polamalu,32,PIT,SS,16,16,2,36,1,19,11,5,0,1,0,0,2.0,69,50,19,7.0,2.0,0,PB
Bernard Pollard,29,TEN,SS,16,16,3,36,0,32,9,0,0,0,0,0,0.5,99,77,22,3.0,3.0,0,
Tyler Polumbus,28,WAS,RT,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0.0,0.0,0,
Tracy Porter,27,OAK,RCB,16,16,2,44,1,43,12,0,0,0,0,0,1.5,67,53,14,5.0,4.0,0,
Jerraud Powers,26,ARI,RCB,16,16,1,9,0,9,17,1,0,0,0,0,0.0,65,60,5,0.0,0.0,0,
Glover Quin,27,DET,SS,16,16,3,57,0,42,8,1,0,1,0,0,2.0,57,44,13,2.0,1.0,0,
Robert Quinn,23,STL,RDE,16,16,0,0,0,0,1,7,0,2,33,1,19.0,57,50,7,23.0,34.0,0,"PB,AP-1,AP DPoY-4"
B.J. Raji,27,GNB,LDE,16,16,0,0,0,0,0,0,0,0,0,0,0.0,17,12,5,3.0,1.0,0,
Brooks Reed,26,HOU,LOLB,16,16,0,0,0,0,0,0,0,0,0,0,3.0,56,43,13,9.0,6.0,0,
Eric Reid,22,SFO,FS,16,16,4,54,0,53,11,0,0,2,0,0,0.0,77,62,15,0.0,1.0,0,PB
Riley Reiff,25,DET,LT,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0.0,0.0,0,
Darrelle Revis,28,TAM,LCB,16,16,2,3,0,3,11,2,0,1,0,0,1.0,50,43,7,3.0,1.0,0,"PB,AP CPoY-4"
Kendall Reyes,24,SDG,LDE,16,16,0,0,0,0,2,0,0,0,0,0,5.0,34,25,9,5.0,7.0,0,
Perry Riley,25,WAS,RILB,16,16,1,0,0,0,8,0,0,1,6,0,3.0,115,72,43,7.0,9.0,0,
Philip Rivers,32,SDG,QB,16,16,0,0,0,0,0,0,3,1,-6,0,0.0,0,0,0,0.0,0.0,0,"PB,AP CPoY-1"
Nick Roach,28,OAK,MLB,16,16,1,0,0,0,3,4,0,0,0,0,5.5,112,83,29,8.0,4.0,0,
Brian Robison,30,MIN,LDE,16,16,0,0,0,0,3,0,0,1,61,1,9.0,37,25,12,12.0,18.0,0,
Ben Roethlisberger,31,PIT,QB,16,16,0,0,0,0,0,0,9,3,0,0,0.0,0,0,0,0.0,0.0,0,
Carlos Rogers,32,SFO,LCB,16,16,2,14,0,11,8,0,0,0,0,0,0.0,47,39,8,0.0,0.0,0,
Antrel Rolle,31,NYG,SS,16,16,6,23,0,25,12,1,0,1,10,0,2.0,98,80,18,4.0,2.0,0,"PB,AP-2"
Michael Roos,31,TEN,LT,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0.0,0.0,0,
Matt Ryan,28,ATL,QB,16,16,0,0,0,0,0,0,5,1,-2,0,0.0,0,0,0,0.0,0.0,0,
DeMeco Ryans,29,PHI,LILB,16,16,2,46,0,36,7,0,0,0,0,0,4.0,127,102,25,9.0,5.0,0,
George Selvie,26,DAL,LDE,16,16,0,0,0,0,1,1,0,1,0,0,7.0,45,37,8,13.0,14.0,0,
Lyle Sendlein,29,ARI,C,16,16,0,0,0,0,0,0,1,1,-7,0,0.0,0,0,0,0.0,0.0,0,
Richard Sherman,25,SEA,LCB,16,16,8,125,1,58,16,0,2,2,0,0,0.0,48,38,10,0.0,1.0,0,"PB,AP-1,AP DPoY-5"
Pat Sims,28,OAK,RDT,16,16,0,0,0,0,0,0,0,0,0,0,2.0,54,41,13,8.0,6.0,0,
Daryl Smith,31,BAL,RILB,16,16,3,41,1,37,18,2,0,0,0,0,5.0,123,57,66,8.0,7.0,0,
Geno Smith,23,NYJ,QB,16,16,0,0,0,0,0,0,8,3,-2,0,0.0,0,0,0,0.0,0.0,0,
Jimmy Smith,25,BAL,RCB,16,16,2,0,0,0,15,3,0,0,0,0,0.0,58,49,9,1.0,0.0,0,
Justin Smith,34,SFO,RDE,16,16,0,0,0,0,0,1,0,0,0,0,6.5,49,32,17,9.0,16.0,0,"PB,AP-2"
Torrey Smith,24,BAL,WR,16,16,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0.0,0.0,0,
Tyron Smith,23,DAL,LT,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0.0,0.0,0,"PB,AP-2"
Matthew Stafford,25,DET,QB,16,16,0,0,0,0,0,0,12,5,-35,0,0.0,1,0,1,0.0,0.0,0,
Terrell Suggs,31,BAL,LOLB,16,16,0,0,0,0,0,0,0,1,0,0,10.0,80,47,33,13.0,19.0,0,"PB,AP CPoY-6"
Ndamukong Suh,26,DET,RDT,16,16,0,0,0,0,6,1,0,0,0,0,5.5,49,36,13,9.0,20.0,1,"PB,AP-1"
Ryan Tannehill,25,MIA,QB,16,16,0,0,0,0,0,0,9,3,-7,0,0.0,0,0,0,0.0,0.0,0,
Ike Taylor,33,PIT,RCB,16,16,0,0,0,0,12,0,0,0,0,0,0.0,63,52,11,1.0,0.0,0,
Demaryius Thomas,26,DEN,WR,16,16,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0.0,0.0,0,"PB,AP-2"
Earl Thomas,24,SEA,FS,16,16,5,9,0,11,9,2,0,0,0,0,0.0,105,78,27,0.0,0.0,0,"PB,AP-1,AP DPoY-3"
Joe Thomas,29,CLE,LT,16,16,0,0,0,0,0,0,0,2,2,0,0.0,0,0,0,0.0,0.0,0,"PB,AP-1"
Cedric Thornton,25,PHI,LDE,16,16,0,0,0,0,2,1,0,0,0,0,1.0,60,48,12,7.0,1.0,1,
Lawrence Timmons,27,PIT,RILB,16,16,2,26,0,23,5,1,0,1,29,0,3.0,126,86,40,7.0,6.0,0,
Danny Trevathan,23,DEN,RLB,16,16,3,29,0,29,10,3,1,1,0,0,2.0,129,88,41,7.0,5.0,0,
Desmond Trufant,23,ATL,LCB,16,16,2,0,0,0,17,1,0,1,18,0,0.0,70,55,15,1.0,0.0,0,
Stephen Tulloch,28,DET,MLB,16,16,1,0,0,0,3,0,0,0,0,0,3.5,135,93,42,7.0,6.0,0,
Kraig Urbik,28,BUF,RG,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0.0,0.0,0,
Alterraun Verner,25,TEN,RCB,16,16,5,68,1,34,22,0,0,2,9,0,0.0,57,49,8,0.0,0.0,0,"PB,AP-2"
T.J. Ward,27,CLE,SS,16,16,2,57,1,44,5,0,0,1,51,1,1.5,112,75,37,9.0,2.0,0,"PB,AP-2"
Chance Warmack,22,TEN,RG,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0.0,0.0,0,
J.J. Watt,24,HOU,LDE,16,16,0,0,0,0,7,4,0,2,0,0,10.5,80,65,15,22.0,46.0,0,"PB,AP-1,AP DPoY-6"
Lardarius Webb,28,BAL,LCB,16,16,2,19,0,19,22,0,0,0,0,0,0.0,74,63,11,2.0,0.0,0,
Eric Weddle,28,SDG,FS,16,16,2,21,0,21,9,1,0,2,27,0,1.0,115,88,27,5.0,2.0,0,"PB,AP-2"
