Player,Tm,Age,Pos,G,GS,Ret,Yds,TD,Lng,Y/R,Rt,Yds,TD,Lng,Y/Rt,APYd
Jha'Quan Jackson,TEN,24,WR,12,0,28,215,0,20,7.7,16,412,0,34,25.8,630
Xavier Gipson,NYJ,23,WR,14,0,28,230,0,40,8.2,12,345,0,45,28.8,614
Kalif Raymond,DET,30,WR,11,2,27,390,1,90,14.4,1,26,0,26,26.0,620
Ihmir Smith-Marsette,NYG,25,WR,12,0,26,197,0,22,7.6,10,281,0,47,28.1,478
Marvin Mims,DEN,22,WR,15,1,26,408,0,61,15.7,6,167,0,38,27.8,967
Jacob Cowing,SFO,23,WR,12,0,26,222,0,30,8.5,,,0,,,272
Marcus Jones,NWE,26,CB,14,9,26,386,0,62,14.8,,,0,,,461
Jaelon Darden,2TM,25,,9,1,25,260,0,28,10.4,11,296,0,37,26.9,562
Brandon Codrington,BUF,24,DB,14,0,25,281,0,29,11.2,8,222,0,53,27.8,503
Calvin Austin III,PIT,25,WR,14,6,23,259,1,73,11.3,,,0,,,711
Mecole Hardman,KAN,26,WR,12,0,20,203,0,55,10.2,5,132,0,32,26.4,487
Brandon Powell,MIN,29,WR,14,1,20,152,0,15,7.6,,,0,,,230
Cooper DeJean,PHI,21,DB,14,8,18,196,0,31,10.9,,,0,,,196
Raheem Blackshear,CAR,25,RB,13,0,17,145,0,16,8.5,28,705,0,43,25.2,850
DeAndre Carter,CHI,31,WR,13,0,17,158,0,38,9.3,15,479,0,67,31.9,709
Olamide Zaccheaus,WAS,27,WR,14,3,17,179,0,24,10.5,,,0,,,479
Avery Williams,ATL,26,RB,14,0,16,147,0,28,9.2,10,276,0,38,27.6,423
Steven Sims,HOU,27,WR,7,0,16,99,0,26,6.2,7,195,0,37,27.9,294
Greg Dortch,ARI,26,WR,14,2,16,150,0,27,9.4,5,132,0,31,26.4,556
Josh Downs,IND,23,WR,11,7,16,161,0,23,10.1,,,0,,,799
James Proche,CLE,28,WR,6,0,16,133,0,17,8.3,,,0,,,154
KaVontae Turpin,DAL,28,WR,14,1,15,166,1,60,11.1,24,826,1,99,34.4,1394
Derius Davis,LAC,24,WR,13,2,15,207,0,53,13.8,18,507,0,56,28.2,835
Dee Williams,2TM,25,,13,0,15,111,0,23,7.4,10,277,0,39,27.7,388
Malik Washington,MIA,23,WR,11,1,14,99,0,19,7.1,10,276,0,45,27.6,517
Charlie Jones,CIN,26,WR,8,0,14,99,0,23,7.1,5,200,1,100,40.0,304
Robert Woods,HOU,32,WR,12,2,14,135,0,36,9.6,4,113,0,31,28.3,372
Xavier Smith,LAR,27,WR,12,0,13,113,0,38,8.7,6,155,0,34,25.8,304
Jayden Reed,GNB,24,WR,14,8,13,94,0,16,7.2,,,0,,,976
Devin Duvernay,JAX,27,WR,10,1,12,106,0,53,8.8,12,289,0,34,24.1,470
Trey Palmer,TAM,23,WR,12,3,10,104,0,17,10.4,1,14,0,14,14.0,259
Rashid Shaheed,NOR,26,WR,6,5,9,143,1,54,15.9,6,171,0,38,28.5,692
Deonte Harty,BAL,27,WR,5,0,8,85,0,16,10.6,4,98,0,31,24.5,183
Trenton Irwin,CIN,29,WR,7,2,8,56,0,17,7.0,,,0,,,71
Ameer Abdullah,LVR,31,RB,14,2,7,59,0,18,8.4,9,296,0,68,32.9,695
Jermaine Jackson,NOR,24,WR,4,0,7,68,0,18,9.7,8,187,0,32,23.4,254
DJ Turner,LVR,27,WR,12,6,7,77,0,24,11.0,4,106,0,31,26.5,374
Braxton Berrios,MIA,29,WR,6,0,7,103,0,44,14.7,3,76,0,31,25.3,179
Parker Washington,JAX,22,WR,14,4,6,144,1,96,24.0,5,122,0,30,24.4,556
Nikko Remigio,KAN,25,WR,2,0,6,57,0,21,9.5,2,52,0,27,26.0,109
Britain Covey,PHI,27,WR,5,1,6,46,0,10,7.7,,,0,,,80
Tank Dell,HOU,25,WR,13,9,6,83,0,23,13.8,,,0,,,695
Tre Tucker,LVR,23,WR,14,12,6,44,0,21,7.3,,,0,,,541
Tylan Wallace,BAL,25,WR,14,0,6,67,0,21,11.2,,,0,,,258
Dante Pettis,NOR,29,WR,5,0,5,60,0,53,12.0,1,26,0,26,26.0,132
Isaiah Williams,2TM,23,,5,0,5,40,0,15,8.0,1,36,0,36,36.0,82
Keisean Nixon,GNB,27,CB,14,12,4,48,0,39,12.0,14,417,0,43,29.8,481
Anthony Gould,IND,23,WR,5,0,4,58,0,36,14.5,4,109,0,32,27.3,190
Maurice Alexander,DET,27,WR,3,0,4,42,0,23,10.5,,,0,,,42
Kadarius Toney,CLE,25,WR,3,0,4,44,0,19,11.0,,,0,,,40
Deven Thompkins,CAR,25,WR,6,0,3,15,0,15,5.0,5,134,0,33,26.8,167
Josh Blackwell,CHI,25,DB,14,1,3,22,0,14,7.3,1,22,0,22,22.0,54
Desmond King,2TM,30,,2,0,3,24,0,22,8.0,,,0,,,24
Ladd McConkey,LAC,23,WR,14,12,3,28,0,12,9.3,,,0,,,988
Jalen McMillan,TAM,23,WR,10,9,3,12,0,11,4.0,,,0,,,319
Ricky Pearsall,SFO,24,WR,8,2,3,41,0,20,13.7,,,0,,,233
Tyreik McAllister,LVR,26,WR,3,0,2,24,0,14,12.0,2,49,0,28,24.5,84
Jamison Crowder,WAS,31,WR,3,0,2,12,0,10,6.0,,,0,,,44
David Moore,CAR,29,WR,14,5,2,13,0,7,6.5,,,0,,,299
Amon-Ra St. Brown,DET,25,WR,14,14,2,15,0,8,7.5,,,0,,,1077
Austin Trammell,JAX,26,WR,1,0,2,7,0,6,3.5,,,0,,,47
Kyren Williams,LAR,24,RB,14,14,2,12,0,12,6.0,,,0,,,1292
Corey Ballentine,GNB,28,CB,12,1,1,0,0,0,0.0,1,21,0,21,21.0,21
Tyreek Hill,MIA,30,WR,14,14,1,11,0,11,11.0,,,0,,,869
Kameron Johnson,TAM,22,WR,4,0,1,11,0,11,11.0,,,0,,,11
Kyle Juszczyk,SFO,33,FB,14,12,1,8,0,8,8.0,,,0,,,150
Mason Kinsey,TEN,26,WR,3,0,1,6,0,6,6.0,,,0,,,17
Jalen Nailor,MIN,25,WR,14,6,1,0,0,0,0.0,,,0,,,271
Amani Oruwariye,DAL,28,CB,6,3,1,0,0,0,0.0,,,0,,,0
Clark Phillips,ATL,23,CB,13,2,1,15,0,15,15.0,,,0,,,65
Darius Slayton,NYG,27,WR,13,10,1,0,0,0,0.0,,,0,,,531
Jeremiah Trotter Jr.,PHI,22,LB,14,0,1,0,0,0,0.0,,,0,,,0
Cedrick Wilson Jr.,NOR,29,WR,12,1,1,0,0,0,0.0,,,0,,,159
Eric Gray,NYG,25,RB,14,0,,,0,,,20,517,0,36,25.9,618
Austin Ekeler,WAS,29,RB,11,6,,,0,,,19,594,0,62,31.3,1295
Laviska Shenault Jr.,2TM,26,,12,2,,,0,,,16,459,1,97,28.7,496
DeeJay Dallas,ARI,26,RB,14,0,,,0,,,15,459,1,96,30.6,486
Ray-Ray McCloud,ATL,28,WR,14,11,,,0,,,14,361,0,36,25.8,1006
Deebo Samuel,SFO,28,WR,13,13,,,0,,,13,405,0,60,31.2,1069
Kenneth Gainwell,PHI,25,RB,14,0,,,0,,,12,309,0,34,25.8,670
Sean Tucker,TAM,23,RB,14,0,,,0,,,12,322,0,53,26.8,679
Jerome Ford,CLE,25,RB,12,4,,,0,,,11,303,0,56,27.5,940
Pierre Strong,CLE,26,RB,12,0,,,0,,,11,255,0,27,23.2,410
Jordan Whittington,LAR,24,WR,12,2,,,0,,,11,302,0,43,27.5,503
Julius Chestnut,TEN,24,RB,14,0,,,0,,,10,270,0,39,27.0,355
Chris Collier,BAL,24,RB,5,0,,,0,,,10,221,0,35,22.1,221
Jamycal Hasty,NWE,28,RB,14,0,,,0,,,10,238,0,30,23.8,366
Tyler Goodson,IND,24,RB,13,0,,,0,,,9,237,0,36,26.3,424
Jermaine Burton,CIN,23,WR,12,1,,,0,,,8,231,0,38,28.9,338
Isaiah Davis,NYJ,22,RB,14,0,,,0,,,8,203,0,33,25.4,356
Cordarrelle Patterson,PIT,33,RB,10,1,,,0,,,8,181,0,33,22.6,381
Jamaal Williams,NOR,29,RB,11,0,,,0,,,8,210,0,32,26.3,377
Chase Brown,CIN,24,RB,14,8,,,0,,,7,186,0,29,26.6,1336
Dameon Pierce,HOU,24,RB,8,0,,,0,,,7,260,0,80,37.1,362
Juanyeh Thomas,DAL,24,S,11,0,,,0,,,7,187,1,43,26.7,191
Tank Bigsby,JAX,23,RB,13,1,,,0,,,6,195,0,41,32.5,889
Blake Corum,LAR,24,RB,14,0,,,0,,,6,164,0,41,27.3,397
Ray Davis,BUF,25,RB,14,0,,,0,,,6,123,0,26,20.5,647
Antonio Gibson,NWE,26,RB,14,2,,,0,,,6,161,0,30,26.8,745
Isaac Guerendo,SFO,24,RB,14,2,,,0,,,6,163,0,35,27.2,631
Bucky Irving,TAM,22,RB,14,1,,,0,,,6,176,0,46,29.3,1324
Jeremy McNichols,WAS,29,RB,14,1,,,0,,,6,142,0,29,23.7,402
Will Shipley,PHI,22,RB,14,1,,,0,,,6,173,0,33,28.8,223
Tremon Smith,DEN,28,CB,15,0,,,0,,,6,170,0,38,28.3,170
Jaylen Warren,PIT,26,RB,12,0,,,0,,,6,136,0,35,22.7,732
Ty Chandler,MIN,26,RB,14,0,,,0,,,5,137,0,35,27.4,354
D'Wayne Eskridge,MIA,27,WR,5,0,,,0,,,5,146,0,35,29.2,182
D'Onta Foreman,CLE,28,RB,8,2,,,0,,,5,116,0,29,23.2,317
Justice Hill,BAL,27,RB,14,0,,,0,,,5,183,0,59,36.6,764
Kendre Miller,NOR,22,RB,4,0,,,0,,,5,155,0,41,31.0,286
Samaje Perine,KAN,29,RB,14,0,,,0,,,5,163,0,56,32.6,491
Tyjae Spears,TEN,23,RB,10,0,,,0,,,5,129,0,33,25.8,496
Carson Steele,KAN,22,RB,14,2,,,0,,,5,138,0,31,27.6,320
Trayveon Williams,CIN,27,RB,14,0,,,0,,,5,97,0,23,19.4,97
Khalil Dorsey,DET,26,CB,14,1,,,0,,,4,159,0,72,39.8,159
Khalil Herbert,2TM,26,,11,0,,,0,,,4,124,0,35,31.0,173
Dylan Laube,LVR,25,RB,7,0,,,0,,,4,119,0,59,29.8,119
Xavier Legette,CAR,23,WR,14,11,,,0,,,4,102,0,30,25.5,565
Keaton Mitchell,BAL,22,RB,3,0,,,0,,,4,109,0,30,27.3,109
Isaiah Rodgers,PHI,26,CB,12,2,,,0,,,4,102,0,29,25.5,102
Aaron Shampklin,PIT,25,RB,3,0,,,0,,,4,101,0,32,25.3,118
Patrick Taylor,SFO,26,RB,10,0,,,0,,,4,104,0,30,26.0,166
Cam Akers,2TM,25,,14,2,,,0,,,3,76,0,27,25.3,483
Rasheen Ali,BAL,23,RB,3,0,,,0,,,3,84,0,38,28.0,116
Javon Baker,NWE,22,WR,8,1,,,0,,,3,79,0,46,26.3,79
Emari Demercado,ARI,25,RB,13,0,,,0,,,3,64,0,26,21.3,391
Ashton Dulin,IND,27,WR,12,2,,,0,,,3,118,0,55,39.3,230
Myles Gaskin,MIN,27,RB,5,0,,,0,,,3,60,0,26,20.0,70
Rakim Jarrett,TAM,23,WR,7,2,,,0,,,3,57,0,23,19.0,164
Tom Kennedy,DET,28,WR,2,0,,,0,,,3,81,0,31,27.0,81
Luke McCaffrey,WAS,23,WR,14,4,,,0,,,3,86,0,34,28.7,241
Kene Nwangwu,NYJ,26,RB,2,0,,,0,,,3,157,1,99,52.3,157
Tyrone Tracy Jr.,NYG,25,RB,14,9,,,0,,,3,61,0,28,20.3,976
Gary Brightwell,CLE,25,RB,2,0,,,0,,,2,36,0,24,18.0,36
Tim Jones,JAX,26,WR,14,0,,,0,,,2,43,0,23,21.5,73
John Kelly,BAL,28,RB,2,0,,,0,,,2,46,0,24,23.0,46
Jordan Mason,SFO,25,RB,12,6,,,0,,,2,29,0,29,14.5,907
Kenny McIntosh,SEA,24,RB,14,0,,,0,,,2,35,0,20,17.5,105
Skyy Moore,KAN,24,WR,6,0,,,0,,,2,43,0,28,21.5,43
Kendric Pryor,CIN,26,WR,1,0,,,0,,,2,43,0,24,21.5,52
Keilan Robinson,JAX,24,RB,3,0,,,0,,,2,34,0,20,17.0,34
D.J. Williams,TAM,24,RB,1,0,,,0,,,2,54,0,30,27.0,54
De'Von Achane,MIA,23,RB,14,13,,,0,,,1,32,0,32,32.0,1182
Ronnie Bell,SFO,24,WR,9,0,,,0,,,1,23,0,23,23.0,45
Treylon Burks,TEN,24,WR,5,2,,,0,,,1,21,0,21,21.0,56
Minkah Fitzpatrick,PIT,28,S,14,14,,,0,,,1,7,0,7,7.0,7
Dallis Flowers,2TM,27,,5,0,,,0,,,1,30,0,30,30.0,30
Hassan Haskins,LAC,25,RB,15,0,,,0,,,1,35,0,35,35.0,100
Taysom Hill,NOR,34,TE,8,8,,,0,,,1,42,0,42,42.0,507
Mack Hollins,BUF,31,WR,14,10,,,0,,,1,38,0,38,38.0,333
Travis Homer,CHI,26,RB,10,0,,,0,,,1,29,0,29,29.0,63
Noah Igbinoghene,WAS,25,CB,14,9,,,0,,,1,25,0,25,25.0,25
Ty Johnson,BUF,27,RB,14,1,,,0,,,1,32,0,32,32.0,461
Velus Jones Jr.,2TM,27,,2,0,,,0,,,1,0,0,0,0.0,19
Jordan Mims,NOR,25,RB,9,0,,,0,,,1,19,0,19,19.0,103
Raheem Mostert,MIA,32,RB,10,1,,,0,,,1,23,0,23,23.0,397
Dare Ogunbowale,HOU,30,RB,14,1,,,0,,,1,12,0,12,12.0,281
Jalen Reagor,LAC,25,WR,8,2,,,0,,,1,22,0,22,22.0,119
Miles Sanders,CAR,27,RB,10,1,,,0,,,1,14,0,14,14.0,251
Trey Sermon,IND,25,RB,14,3,,,0,,,1,23,0,23,23.0,241
Cody Thompson,TAM,28,WR,1,0,,,0,,,1,21,0,21,21.0,21
Mason Tipton,NOR,24,WR,10,1,,,0,,,1,21,0,21,21.0,120
Montrell Washington,KAN,25,WR,1,0,,,0,,,1,14,0,14,14.0,14
Jaylen Wright,MIA,21,RB,13,1,,,0,,,1,29,0,29,29.0,290
